Invoice account,Sales order,Pool,Form 13,Customer Account Manager,Tax,Quantity,Site,Warehouse,Date,Invoice,Voucher,Currency,Invoice amount,Invoice amount in default currency,Don't Send,Sales balance,Sales balance in default currency,Number sequence group,Intercompany company,Intercompany purchase order,Posted via intercompany,Line-specific,Dimension account,Payment ID,Bank account,Total misc. charges,Sales tax group,Transport,Insurance,F.O.B,NetWieghtt,GrossWieghtt,DrowBackSamah,TaxDescription,Created date and time
0110033,00196285_055,,10527,6912,0.00,"2,985.00",Obour,10,1/10/2025,1130000099,0182032_Sales_Invoic,EGP,"46,476.45","46,476.45",No,"46,476.45","46,476.45", ’œÌ— «·„’‰⁄ œ«Œ·Ï,,,No,No,,,,0.00,,0.00,0.00,0.00,447.75,522.38,‰Â«∆Ì,"{""submissionId"":""KAE00V3DJ46GHD1FQG8QNBEG10"",""acceptedDocuments"":[{""uuid"":""S40J8M0G7EYHBVEQRG8QNBEG10"",""longId"":""AVGQQ8HX65FGY1Q2RG8QNBEG10TWmME11664691708"",""internalId"":""1130000099"",""hashKey"":""5dhT54f+UEJpCLttaH+pdyv13V8aBg2+9gLVAUyYu54=""}],""rejectedDocuments"":[]}",1/10/2025 11:15
0200002,00203718_055,,,1815,830.21,416.00,Obour,10,1/10/2025,1110004276,0182136_Sales_Invoic,EGP,"6,760.26","6,760.26",No,"5,930.05","5,930.05",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,71.31,81.12,‰Â«∆Ì,"{""submissionId"":""804QP0W46WVRDRJFRC2SNBEG10"",""acceptedDocuments"":[{""uuid"":""H5HHCV0RFH3V1KEMRC2SNBEG10"",""longId"":""M9HJ2RJRRBFDZRJTSC2SNBEG10YbF7B81664691767"",""internalId"":""1110004276"",""hashKey"":""iaTFjAPhNe/kQ4vErrQ9WfwX5+jQ9t2NwXjLVds6Xfs=""}],""rejectedDocuments"":[]}",1/10/2025 15:07
0200002,00200848_055,,,1815,"3,437.09","1,777.00",Obour,10,1/10/2025,1110004281,0182225_Sales_Invoic,EGP,"27,987.77","27,987.77",No,"24,550.68","24,550.68",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,319.86,364.29,‰Â«∆Ì,"{""submissionId"":""J3YH5H0J7CKXX0GNZ5EQNBEG10"",""acceptedDocuments"":[{""uuid"":""6RKMP0JKQCSF798DZ5EQNBEG10"",""longId"":""DEWS12HYRHM9HGRGZ5EQNBEG10MFwvac1664691714"",""internalId"":""1110004281"",""hashKey"":""kdS8CTAOKtr3VKvqXlLcRm94XvVYv3lyACSmRoOZNMc=""}],""rejectedDocuments"":[]}",1/10/2025 17:18
0200067,00197273_055,,,1815,"1,667.94",633.00,Obour,10,1/10/2025,1110004271,0182102_Sales_Invoic,EGP,"13,581.82","13,581.82",No,"11,913.88","11,913.88",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,90.87,104.75,‰Â«∆Ì,"{""submissionId"":""3DYQJZ7G0ZFHG65Y53BRNBEG10"",""acceptedDocuments"":[{""uuid"":""HJPKC41PEZ6XTP3063BRNBEG10"",""longId"":""VBS1SST0RYMQ92JR63BRNBEG10yN7TeO1664691743"",""internalId"":""1110004271"",""hashKey"":""P+ZKN+EIvA7dEi1TnO8SOvlL1775JrRNCLncYpw2Ph0=""}],""rejectedDocuments"":[]}",1/10/2025 13:32
0200087,00206395_055,,,2443,"2,734.44","1,419.00",Obour,10,1/10/2025,1120009228,0182151_Sales_Invoic,EGP,"22,266.14","22,266.14",No,"19,531.70","19,531.70",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,202.43,236.35,‰Â«∆Ì,"{""submissionId"":""JJ4ATSKNC4WBVEG50XVQNBEG10"",""acceptedDocuments"":[{""uuid"":""3YHBF0ZJPG20R0241XVQNBEG10"",""longId"":""551AARK9H2AMKBZZ1XVQNBEG10hnjyLc1664691728"",""internalId"":""1120009228"",""hashKey"":""YIOASkqSFTtFVzq85D59zuhqllD7swF3ETCbcBGERo8=""}],""rejectedDocuments"":[]}",1/10/2025 15:37
0200145,00206148_055,,,,293.02,143.00,Obour,10,1/10/2025,1120009258,0182233_Sales_Invoic,EGP,"2,385.99","2,385.99",No,"2,092.97","2,092.97",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,21.22,24.77,‰Â«∆Ì,"{""submissionId"":""VKSDJWCVSVW17ZT2PDZSNBEG10"",""acceptedDocuments"":[{""uuid"":""38YJ7XQQ8YDBEGC3PDZSNBEG10"",""longId"":""GRSSMA24VQ1ZDHWMPDZSNBEG10Q7YERM1664691797"",""internalId"":""1120009258"",""hashKey"":""wDXne1LQFfXM2h1iozhpWFWlS6uM3wj9R5QKVS35uUk=""}],""rejectedDocuments"":[]}",1/10/2025 17:27
0200199,00201524_055,,,2443,399.68,139.00,Obour,10,1/10/2025,1110004273,0182120_Sales_Invoic,EGP,"3,254.53","3,254.53",No,"2,854.85","2,854.85",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,26.09,29.56,‰Â«∆Ì,"{""submissionId"":""W866GB691FT7V5QTJ8TSNBEG10"",""acceptedDocuments"":[{""uuid"":""MAADQ84NAR8WC5RKJ8TSNBEG10"",""longId"":""MD7RFS7N832B8ZBEK8TSNBEG104l6GPY1664691792"",""internalId"":""1110004273"",""hashKey"":""lpoiZMS4GbMlEjdvCrf6MAEbMP6SKyq38Su7hoyvGoA=""}],""rejectedDocuments"":[]}",1/10/2025 14:32
0200211,00206462_055,,,2443,26.16,12.00,Obour,10,1/10/2025,1110004279,0182167_Sales_Invoic,EGP,213.00,213.00,No,186.84,186.84,›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.10,‰Â«∆Ì,"{""submissionId"":""JHZPV2427XDJ71KR3MSVNBEG10"",""acceptedDocuments"":[{""uuid"":""PVYWD8QSM2EMP8TC3MSVNBEG10"",""longId"":""RSEXM8DV9JTZBH9D3MSVNBEG1016S80x1664691857"",""internalId"":""1110004279"",""hashKey"":""GuIt55Z9WEJFIyKbzCN+wuu7jhRmoV0ZTCz9NnjKFK8=""}],""rejectedDocuments"":[]}",1/10/2025 15:42
0200235,00206442_055,,,2443,117.71,54.00,Obour,10,1/10/2025,1120009240,0182171_Sales_Invoic,EGP,958.49,958.49,No,840.78,840.78,ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,8.55,9.88,‰Â«∆Ì,"{""submissionId"":""4AC5TS145FXYXR0DG6RTNBEG10"",""acceptedDocuments"":[{""uuid"":""ZFC7KFVVKCH0R5M3G6RTNBEG10"",""longId"":""9B4ZTRJ6Q8BKA269H6RTNBEG10PFJ34y1664691822"",""internalId"":""1120009240"",""hashKey"":""3xImtEYiDhM+9gynb40Dg0kixK4F6eU7PiGVkvetSH4=""}],""rejectedDocuments"":[]}",1/10/2025 15:44
0200265,00206550_055,,,5486,235.42,108.00,Obour,10,1/10/2025,1110004278,0182161_Sales_Invoic,EGP,"1,916.98","1,916.98",No,"1,681.56","1,681.56",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,16.20,18.56,‰Â«∆Ì,"{""submissionId"":""AE10CG2QR70B692E3Z5TNBEG10"",""acceptedDocuments"":[{""uuid"":""Z2V5A28561TT6FVK3Z5TNBEG10"",""longId"":""M0G2SETG7NQET4PC3Z5TNBEG10gEubPs1664691804"",""internalId"":""1110004278"",""hashKey"":""NboJNKh9LaFR8HjGMKXb38vMcw1ptdybvD3uUI5eBvU=""}],""rejectedDocuments"":[]}",1/10/2025 15:40
0200359,00206592_055,,,2443,199.56,100.00,Obour,10,1/10/2025,1120009234,0182160_Sales_Invoic,EGP,"1,624.96","1,624.96",No,"1,425.40","1,425.40",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.00,17.50,‰Â«∆Ì,"{""submissionId"":""SZWWF6HTH5K8MQD95XETNBEG10"",""acceptedDocuments"":[{""uuid"":""JKR4KFN32YK2WZYM6XETNBEG10"",""longId"":""58MT6WP4EVSRM3EB6XETNBEG10TtkQjB1664691813"",""internalId"":""1120009234"",""hashKey"":""5nMcLxyLq+rw/+s7zOvGC1U0WmTy8UUrRdnLJZdrZVI=""}],""rejectedDocuments"":[]}",1/10/2025 15:40
0200391,00206476_055,,,2443,864.56,146.00,Obour,10,1/10/2025,1120009229,0182153_Sales_Invoic,EGP,"7,040.00","7,040.00",No,"6,175.44","6,175.44",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,91.60,99.76,‰Â«∆Ì,"{""submissionId"":""ENXH472NSRBZPYV3WJZRNBEG10"",""acceptedDocuments"":[{""uuid"":""DDJKWHWK7T0KQA49WJZRNBEG10"",""longId"":""A1MJYB40QEKQ34W5WJZRNBEG10o0CYFZ1664691764"",""internalId"":""1120009229"",""hashKey"":""p/HF3nzJOyyx81iszzgXqhu5pWEEogLd+IQh5pL857s=""}],""rejectedDocuments"":[]}",1/10/2025 15:37
0200527,00206506_055,,,6746,915.52,420.00,Obour,10,1/10/2025,1110004272,0182115_Sales_Invoic,EGP,"7,454.92","7,454.92",No,"6,539.40","6,539.40",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,63.00,73.14,‰Â«∆Ì,"{""submissionId"":""KPP0EH3GM2T7WH0M46WRNBEG10"",""acceptedDocuments"":[{""uuid"":""N7CQZRHGEZYTCVR456WRNBEG10"",""longId"":""3AQ209GNR8YZYX0956WRNBEG107vc9mh1664691761"",""internalId"":""1110004272"",""hashKey"":""QxJm9aTDD4/bgjsNTQPO4K4aZFjYjriPKX7N8pkWS6g=""}],""rejectedDocuments"":[]}",1/10/2025 14:12
0200577,00206502_055,,,5486,401.27,190.00,Obour,10,1/10/2025,1120009236,0182164_Sales_Invoic,EGP,"3,267.46","3,267.46",No,"2,866.19","2,866.19",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,29.85,34.50,‰Â«∆Ì,"{""submissionId"":""2EF2MB20GY4VMDNNBRSSNBEG10"",""acceptedDocuments"":[{""uuid"":""JYXRJXNMZRJEJPTMBRSSNBEG10"",""longId"":""EB20KTZXP5XB2KN8BRSSNBEG10LJEG1O1664691791"",""internalId"":""1120009236"",""hashKey"":""NH3Kgu2km6ZeKfIv56WT4pqQ6T0/xt2zGStOLsMYH+o=""}],""rejectedDocuments"":[]}",1/10/2025 15:41
0200613,00206488_055,,,6746,523.15,240.00,Obour,10,1/10/2025,1120009230,0182156_Sales_Invoic,EGP,"4,259.95","4,259.95",No,"3,736.80","3,736.80",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,36.00,42.00,‰Â«∆Ì,"{""submissionId"":""0J0NAMMK70J28P6392DSNBEG10"",""acceptedDocuments"":[{""uuid"":""72ACMKGDA273NG5492DSNBEG10"",""longId"":""HKENP29NQJHT51RP92DSNBEG10gucZDM1664691778"",""internalId"":""1120009230"",""hashKey"":""XLROmXBUCYB890NbThCr9r7kiKKqJ2y+yts1qV5wR9M=""}],""rejectedDocuments"":[]}",1/10/2025 15:38
0200621,00206411_055,,,6746,"1,618.50",694.00,Obour,10,1/10/2025,1120009251,0182220_Sales_Invoic,EGP,"13,179.24","13,179.24",No,"11,560.74","11,560.74",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,130.80,149.27,‰Â«∆Ì,"{""submissionId"":""935NSM36CN5VAGZ7JVCRNBEG10"",""acceptedDocuments"":[{""uuid"":""8K5MWR1JBGDCV2RXKVCRNBEG10"",""longId"":""R54PG2NJ6KXNVPMXKVCRNBEG10U2FbQF1664691745"",""internalId"":""1120009251"",""hashKey"":""XFRjzd4hn73AceG5+7mWDJZgKLyYHlzeJcyAH0fW5+4=""}],""rejectedDocuments"":[]}",1/10/2025 17:15
0200662,00206388_055,,,1815,"3,665.86","1,724.00",Obour,10,1/10/2025,1120009262,0182238_Sales_Invoic,EGP,"29,850.54","29,850.54",No,"26,184.68","26,184.68",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,258.60,301.70,‰Â«∆Ì,"{""submissionId"":""K4EVBGMPXVBA5XE9ZKAQNBEG10"",""acceptedDocuments"":[{""uuid"":""VFSS4TRMS64QG7GEZKAQNBEG10"",""longId"":""XRBTJJ5WTRF27PXV0MAQNBEG10IBH26R1664691710"",""internalId"":""1120009262"",""hashKey"":""v/xpe3TVsi0YyPIsTnUr4uvDj2BTziD8HuFEoWJr/UQ=""}],""rejectedDocuments"":[]}",1/10/2025 17:43
0200662,00206390_055,,,1815,"1,105.38",413.00,Obour,10,1/10/2025,1120009263,0182240_Sales_Invoic,EGP,"9,000.95","9,000.95",No,"7,895.57","7,895.57",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,95.70,107.84,‰Â«∆Ì,"{""submissionId"":""XF7ZZ52KE54KA422XYMRNBEG10"",""acceptedDocuments"":[{""uuid"":""MYTC7NP7X0E8YT51XYMRNBEG10"",""longId"":""MNZAQ3JBRPBZCVRRYYMRNBEG10yxJPDu1664691753"",""internalId"":""1120009263"",""hashKey"":""0AM1/JP375JLjGJdsgP7DDQBP2cbaatteBIiUqLrmMk=""}],""rejectedDocuments"":[]}",1/10/2025 17:43
0200672,00179158_055,,,251,"3,400.49","1,560.00",Obour,10,1/10/2025,1120009243,0182208_Sales_Invoic,EGP,"27,689.69","27,689.69",No,"24,289.20","24,289.20",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,234.00,268.80,‰Â«∆Ì,"{""submissionId"":""3RPS5RPW2HAP9JB3Z5FQNBEG10"",""acceptedDocuments"":[{""uuid"":""81F74BV5E5P1TZJ5Z5FQNBEG10"",""longId"":""ZNGM5DG8VEXY75G4Z5FQNBEG10uKBECR1664691715"",""internalId"":""1120009243"",""hashKey"":""ZSYzP13To3lbMIWHNbg0CUil2vJ3T2VflxiYLjrvHKI=""}],""rejectedDocuments"":[]}",1/10/2025 17:09
0200672,00206463_055,,,251,"3,662.06","1,680.00",Obour,10,1/10/2025,1120009244,0182209_Sales_Invoic,EGP,"29,819.66","29,819.66",No,"26,157.60","26,157.60",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,252.00,291.00,‰Â«∆Ì,"{""submissionId"":""D6H99208WTA3P94FF2BQNBEG10"",""acceptedDocuments"":[{""uuid"":""TVYC0704047Z1BN0F2BQNBEG10"",""longId"":""DQB0NJANAS63KW6WF2BQNBEG10q9N9e71664691711"",""internalId"":""1120009244"",""hashKey"":""PA0F6d+IXK79ZDjfRaKmXBeKTpHMwGJfZGQEil1Id4g=""}],""rejectedDocuments"":[]}",1/10/2025 17:09
0200672,00206464_055,,,251,"3,705.66","1,700.00",Obour,10,1/10/2025,1120009245,0182210_Sales_Invoic,EGP,"30,174.66","30,174.66",No,"26,469.00","26,469.00",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,255.00,294.10,‰Â«∆Ì,"{""submissionId"":""VP7JBWYZ8KT7WM1FJF9QNBEG10"",""acceptedDocuments"":[{""uuid"":""WXT7H4R6RZ6WMG4VJF9QNBEG10"",""longId"":""824XDSQTJQMNS6VCJF9QNBEG10ZBauv61664691709"",""internalId"":""1120009245"",""hashKey"":""Lq+Z6BgqiPZiPCv+IxXTDn2jiGuOmvYPEWumWy9sOw4=""}],""rejectedDocuments"":[]}",1/10/2025 17:09
0200672,00206465_055,,,251,"3,647.28","1,800.00",Obour,10,1/10/2025,1120009246,0182211_Sales_Invoic,EGP,"29,699.28","29,699.28",No,"26,052.00","26,052.00",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,270.00,314.40,‰Â«∆Ì,"{""submissionId"":""3FDDENJSC1YMTBKY2RCQNBEG10"",""acceptedDocuments"":[{""uuid"":""WGVY3MV8Y9TYRCCF2RCQNBEG10"",""longId"":""BRGCT62Y5JR83E172RCQNBEG10O14BUt1664691712"",""internalId"":""1120009246"",""hashKey"":""mKAUA9ayb4kFSemQVDsUyhIpxZDz0ZPK/7KSFcyCbGw=""}],""rejectedDocuments"":[]}",1/10/2025 17:09
0200688,00206636_055,,,5486,99.78,50.00,Obour,10,1/10/2025,1120009241,0182178_Sales_Invoic,EGP,812.48,812.48,No,712.70,712.70,ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,7.50,8.75,‰Â«∆Ì,"{""submissionId"":""0W70XES1ZBN9EYV7ZCXTNBEG10"",""acceptedDocuments"":[{""uuid"":""CAT6E5EAPM80Q6PFZCXTNBEG10"",""longId"":""XQTH1CZ1SFJECHMRZCXTNBEG10V1vPAO1664691828"",""internalId"":""1120009241"",""hashKey"":""FRGpdXoPa2AUwQaddWgQ1DzzQGIbIjUePDtg3oUEeo4=""}],""rejectedDocuments"":[]}",1/10/2025 16:00
0200692,00206609_055,,,5486,199.56,100.00,Obour,10,1/10/2025,1120009232,0182158_Sales_Invoic,EGP,"1,624.96","1,624.96",No,"1,425.40","1,425.40",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.00,17.50,‰Â«∆Ì,"{""submissionId"":""71CDG3BTRP1SR4Y1WAFTNBEG10"",""acceptedDocuments"":[{""uuid"":""GAC5XC2PKKR9Y3WRWAFTNBEG10"",""longId"":""V1N0R3NQAQYJR4XWWAFTNBEG106WRtCr1664691813"",""internalId"":""1120009232"",""hashKey"":""tSq6uvJWAyITblAsRb2bHDOljYWMFmEEk+TN82oDglo=""}],""rejectedDocuments"":[]}",1/10/2025 15:39
0200737,00206400_055,,,2443,"1,378.99",636.00,Obour,10,1/10/2025,1120009233,0182159_Sales_Invoic,EGP,"11,228.89","11,228.89",No,"9,849.90","9,849.90",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,100.80,116.16,‰Â«∆Ì,"{""submissionId"":""YQPT0ZXE6ZWC6Y1P9BGRNBEG10"",""acceptedDocuments"":[{""uuid"":""RDTAV42V4HTV34SR9BGRNBEG10"",""longId"":""E5Z06VQ1Q0X4ZPKE9BGRNBEG105HuMvL1664691749"",""internalId"":""1120009233"",""hashKey"":""WBtBUj2XyfNyebcG817I987w0d8r2XffECov0O1tNQI=""}],""rejectedDocuments"":[]}",1/10/2025 15:39
0200750,00205445_055,,,5486,265.26,30.00,Obour,10,1/10/2025,1110004282,0182235_Sales_Invoic,EGP,"2,160.00","2,160.00",No,"1,894.74","1,894.74",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,30.00,32.40,‰Â«∆Ì,"{""submissionId"":""E7BG8CGXQSF45MZ2G32TNBEG10"",""acceptedDocuments"":[{""uuid"":""0C7B7822SCMFN82SG32TNBEG10"",""longId"":""7JBCZC3GPG7SGQCYG32TNBEG10WLFQ9w1664691800"",""internalId"":""1110004282"",""hashKey"":""CtGHlZ3/LFHVg33Py+Lnmhswm7LhoLZoG0TM6cn50q8=""}],""rejectedDocuments"":[]}",1/10/2025 17:34
0200750,00205443_055,,,5486,212.21,24.00,Obour,10,1/10/2025,1110004283,0182239_Sales_Invoic,EGP,"1,728.00","1,728.00",No,"1,515.79","1,515.79",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,24.00,25.92,‰Â«∆Ì,"{""submissionId"":""W0H0KN6SPG9XS2DPKX9TNBEG10"",""acceptedDocuments"":[{""uuid"":""BYAC6HMP9N9ZJ8GJKX9TNBEG10"",""longId"":""2YF3BRA220JGR1V2KX9TNBEG100hVdc41664691808"",""internalId"":""1110004283"",""hashKey"":""dy4VZ7Pt4r9IrQ02R1tQ4X12O6lRKnko3r7DD5YTXCE=""}],""rejectedDocuments"":[]}",1/10/2025 17:43
0200763,00206458_055,,,6746,"1,214.49",534.00,Obour,10,1/10/2025,1120009249,0182217_Sales_Invoic,EGP,"9,889.41","9,889.41",No,"8,674.92","8,674.92",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,92.10,105.63,‰Â«∆Ì,"{""submissionId"":""NKGQXJ35MF24XEGZ7JKRNBEG10"",""acceptedDocuments"":[{""uuid"":""7SKF1KPV9NZNRFSW7JKRNBEG10"",""longId"":""081FQWH2GS5AXA5W8JKRNBEG10urunYY1664691752"",""internalId"":""1120009249"",""hashKey"":""Rt2Syn1Yeua8qr+OXZQ7Eudi1CB7Uwn8q59d1mTNxKo=""}],""rejectedDocuments"":[]}",1/10/2025 17:13
0200812,00206077_055,,,1815,"1,031.60",600.00,Obour,10,1/10/2025,1120009250,0182219_Sales_Invoic,EGP,"8,400.20","8,400.20",No,"7,368.60","7,368.60",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,79.20,93.00,‰Â«∆Ì,"{""submissionId"":""WYWS38S2184JFSX4PMRRNBEG10"",""acceptedDocuments"":[{""uuid"":""KTSZEQ9N4Z5R6VBRPMRRNBEG10"",""longId"":""E230WX7T2B9PRWJZPMRRNBEG1034BeJk1664691757"",""internalId"":""1120009250"",""hashKey"":""OxqqOPof9QCQcjLoTfM4NNM8UuFuOTBQegOjt81dpUQ=""}],""rejectedDocuments"":[]}",1/10/2025 17:14
0200812,00206078_055,,,1815,858.79,432.00,Obour,10,1/10/2025,1120009261,0182237_Sales_Invoic,EGP,"6,993.01","6,993.01",No,"6,134.22","6,134.22",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,61.56,71.64,‰Â«∆Ì,"{""submissionId"":""E4R67NXYQ2VWT4WXQY0SNBEG10"",""acceptedDocuments"":[{""uuid"":""XN2FNVG9Q1X9XXSYQY0SNBEG10"",""longId"":""5AKRS0M4EJ71X97FQY0SNBEG10ab6zoZ1664691766"",""internalId"":""1120009261"",""hashKey"":""TP2Tbemqp83HrSndrsA+HviHzpdZ9YaFs2BRSJlDtM4=""}],""rejectedDocuments"":[]}",1/10/2025 17:42
0200843,00206508_055,,,2443,20.63,12.00,Obour,10,1/10/2025,1120009237,0182166_Sales_Invoic,EGP,168.00,168.00,No,147.37,147.37,ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.58,1.86,‰Â«∆Ì,"{""submissionId"":""QY22NQ338ZW38SCJ255WNBEG10"",""acceptedDocuments"":[{""uuid"":""P2JG4TA5BKRSGQSE255WNBEG10"",""longId"":""E5QNPXT5E9D82Q8Q255WNBEG10IW2sbb1664691868"",""internalId"":""1120009237"",""hashKey"":""XS77uLK+Bep10lki2VYRaR+NZhEnWvBrDl9Jyb8G4Mw=""}],""rejectedDocuments"":[]}",1/10/2025 15:42
0200913,00206438_055,,,5486,23.98,11.00,Obour,10,1/10/2025,1120009239,0182170_Sales_Invoic,EGP,195.25,195.25,No,171.27,171.27,ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.65,1.93,‰Â«∆Ì,"{""submissionId"":""SSKWNPEYZN44W14HCMYVNBEG10"",""acceptedDocuments"":[{""uuid"":""KPX7Z1G3N7S5T73YCMYVNBEG10"",""longId"":""6WYYQKEKZG8J3PE3DMYVNBEG10vFnbm01664691862"",""internalId"":""1120009239"",""hashKey"":""6OP0kK9CZL2XzIKc3WTuzmzwSMgAt3UFrFDsjzip9LE=""}],""rejectedDocuments"":[]}",1/10/2025 15:43
0200934,00206599_055,,,5486,47.89,24.00,Obour,10,1/10/2025,1110004274,0182128_Sales_Invoic,EGP,389.99,389.99,No,342.10,342.10,›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,3.60,4.20,‰Â«∆Ì,"{""submissionId"":""BZVCQC9KX5N2NEEBW5KVNBEG10"",""acceptedDocuments"":[{""uuid"":""N5Z9R7CX4F3RQJW8W5KVNBEG10"",""longId"":""PDH8X98AZFSVB7H3X5KVNBEG10iNMTKJ1664691850"",""internalId"":""1110004274"",""hashKey"":""6fy1as/CrJlTkcrcRgNFb9Yoz7vazN3xvMdo1G6BBGM=""}],""rejectedDocuments"":[]}",1/10/2025 14:37
0200961,00206441_055,,,6746,819.97,388.00,Obour,10,1/10/2025,1120009248,0182215_Sales_Invoic,EGP,"6,676.93","6,676.93",No,"5,856.96","5,856.96",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,57.55,66.66,‰Â«∆Ì,"{""submissionId"":""BNZ3BGD9K73R3FZJHV2SNBEG10"",""acceptedDocuments"":[{""uuid"":""Q0GZPF8SSYESYD1WHV2SNBEG10"",""longId"":""FJG83Y4NJGT7QVHKJV2SNBEG10FJFDsv1664691768"",""internalId"":""1120009248"",""hashKey"":""tOkDFxR5Ef888gb5MTthqopMZTI7BTeY2KT2Zm5rbf0=""}],""rejectedDocuments"":[]}",1/10/2025 17:12
0200974,00206611_055,,,5486,348.77,160.00,Obour,10,1/10/2025,1120009231,0182157_Sales_Invoic,EGP,"2,839.97","2,839.97",No,"2,491.20","2,491.20",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,24.00,28.00,‰Â«∆Ì,"{""submissionId"":""1AMX2VDASYN7JX4SBMWSNBEG10"",""acceptedDocuments"":[{""uuid"":""D3K23ADE4B03KB2EBMWSNBEG10"",""longId"":""VJ6GVPFEQQJC9S89BMWSNBEG10wtoqlD1664691794"",""internalId"":""1120009231"",""hashKey"":""suV+19rEg2GCPnNhNT8POv4XlirToqwd0TG8RmFP6po=""}],""rejectedDocuments"":[]}",1/10/2025 15:38
0201009,00206491_055,,,7018,200.42,72.00,Obour,10,1/10/2025,1120009247,0182214_Sales_Invoic,EGP,"1,632.02","1,632.02",No,"1,431.60","1,431.60",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,12.96,17.28,‰Â«∆Ì,"{""submissionId"":""3QX7FQ45V5ANS4CS0GETNBEG10"",""acceptedDocuments"":[{""uuid"":""4WVEK79Z1AKEETTZ0GETNBEG10"",""longId"":""4ZSAS4G0ASJN8RGG0GETNBEG10TGOYSF1664691812"",""internalId"":""1120009247"",""hashKey"":""JufDe9ZQ3aBwz7ErY7+TfXloUyP4EQWpX5yTD6FntbY=""}],""rejectedDocuments"":[]}",1/10/2025 17:11
0201061,00201271_055,,,6912,"1,346.95",92.75,Obour,10,1/10/2025,1120009260,0182236_Sales_Invoic,EGP,"10,968.06","10,968.06",No,"9,621.11","9,621.11",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,92.75,100.91,‰Â«∆Ì,"{""submissionId"":""A6AVEQ2ANA77DBDNXVHRNBEG10"",""acceptedDocuments"":[{""uuid"":""4MDTFK841WXMERMTXVHRNBEG10"",""longId"":""RF998VD8MRT2GG77XVHRNBEG10kG7KuP1664691750"",""internalId"":""1120009260"",""hashKey"":""7DY3+7sdqoOmg57jjQBBNSmWUy/vkkfFAO3k6fdVA2o=""}],""rejectedDocuments"":[]}",1/10/2025 17:42
