ProdBarcode,Production,Has Inspection,In Kwesna,Qty Calc,Qty Started,Ended QTY,Item number,Name,Mark To Print,Project,Color,Site,Warehouse,Batch number,Status,Remain status,Batch Number 2,Pool,Quality order status,Finished,FinishedRouteDate,Transfer To Qwesna Date,RGBColor,RealWhieght,ProductionPCT,ProductionPCTRoute,Route Start,Prodoction QTY Status,Weight Packing,Created date and time,Estimated,Scheduled,Started,Reported as finished,Ended,Reference type,Reference number,Reference lot
00266642,00266642_100,No,No,621.00,621.00,634.00,60805,»Ê·” —  ÿ—Ì“ 2/120 5000 Ì«—œ…-N,No,,15381,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"2,565,925.00",79.50,8.14,8.15,10/3/2025,None,77.91,9/26/2025 19:12,9/26/2025,9/26/2025,1/10/2025,10/5/2025,10/5/2025,,,
00267219,00267219_100,No,No,30.00,79.64,78.12,52040, Õ  «· ‘€Ì· - „’»Ê€ »Ê·Ì” —  ÿ—Ì“ 120/ 2,Yes,,P0358,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,220,762.00",0.00,98.09,100.00,1/10/2025,None,79.64,9/27/2025 16:28,9/27/2025,9/27/2025,1/10/2025,10/10/2025,10/10/2025,,,
00267228,00267228_100,No,No,243.00,399.02,401.88,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,502,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,416,877.00",0.00,100.72,0.00,10/3/2025,None,399.02,9/27/2025 17:21,9/27/2025,9/27/2025,1/10/2025,10/3/2025,10/3/2025,Production line,00268244_100,15003106_085
00267550,00267550_100,No,No,139.00,131.00,131.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,15740,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"1,447,442.00",0.00,0.98,0.98,10/3/2025,None,133.12,9/28/2025 8:47,9/28/2025,9/28/2025,1/10/2025,10/9/2025,10/9/2025,,,
00267551,00267551_100,No,No,37.00,36.00,36.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,16916,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"4,019,815.00",0.00,0.98,0.98,10/2/2025,None,36.82,9/28/2025 8:48,9/28/2025,9/28/2025,1/10/2025,10/4/2025,10/4/2025,,,
00267552,00267552_100,No,No,38.00,36.00,35.50,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,16917,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"3,487,286.00",0.00,0.96,1.15,10/2/2025,None,37.01,9/28/2025 8:49,9/28/2025,9/28/2025,1/10/2025,10/10/2025,10/10/2025,,,
00267553,00267553_100,No,No,426.00,408.00,391.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1465,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"6,790,591.00",0.00,0.95,0.95,1/10/2025,None,412.30,9/28/2025 8:49,9/28/2025,9/28/2025,1/10/2025,10/18/2025,10/18/2025,,,
00267594,00267594_100,No,No,5.04,7.56,7.52,52003, Õ  «· ‘€Ì· - „’»Ê€ 3/40,Yes,,122,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"8,288,367.00",0.00,99.47,100.00,9/29/2025,None,7.56,9/28/2025 10:01,9/28/2025,9/28/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268134,00268134_100,No,No,427.00,406.00,400.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1461,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"5,923,952.00",0.00,0.98,0.98,10/2/2025,None,410.20,9/29/2025 8:55,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268135,00268135_100,No,No,133.00,128.00,126.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1417,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"2,123,738.00",0.00,0.97,0.97,10/5/2025,None,129.46,9/29/2025 8:55,9/29/2025,9/29/2025,1/10/2025,10/11/2025,10/11/2025,,,
00268136,00268136_100,No,No,109.00,105.00,103.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1293,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"5,742,916.00",0.00,0.97,0.97,10/5/2025,None,106.20,9/29/2025 8:56,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268137,00268137_100,No,No,133.00,128.00,126.50,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1513,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"2,832,152.00",0.00,0.98,0.98,10/3/2025,None,128.96,9/29/2025 8:57,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268139,00268139_100,No,No,133.00,127.00,129.50,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,15740,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,"1,447,442.00",0.00,1.01,1.01,10/3/2025,None,128.30,9/29/2025 9:00,9/29/2025,9/29/2025,1/10/2025,10/9/2025,10/9/2025,,,
00268181,00268181_100,No,Yes,270.00,270.00,270.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,1/10/2025,"1,841,942.00",71.02,3.81,3.81,9/29/2025,None,70.92,9/29/2025 9:11,1/10/2025,1/10/2025,1/10/2025,9/29/2025,9/30/2025,,,
00268304,00268304_100,No,No,395.91,306.42,305.53,52040, Õ  «· ‘€Ì· - „’»Ê€ »Ê·Ì” —  ÿ—Ì“ 120/ 2,Yes,,P0500,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"16,769,498.00",0.00,99.71,99.90,1/10/2025,None,306.42,9/29/2025 11:15,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268334,00268334_100,No,No,18.40,21.83,21.83,52010, Õ  «· ‘€Ì· - „’»Ê€ 2/150,Yes,,16913,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,122,852.00",0.00,100.00,100.00,1/10/2025,None,21.83,9/29/2025 12:12,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,Production line,00269806_100,15080482_085
00268336,00268336_100,No,No,18.40,21.86,21.86,52010, Õ  «· ‘€Ì· - „’»Ê€ 2/150,Yes,,16915,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"8,426,914.00",0.00,100.00,100.00,9/29/2025,None,21.86,9/29/2025 12:13,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,Production line,00270296_100,15104343_085
00268337,00268337_100,No,No,19.30,21.83,21.83,52010, Õ  «· ‘€Ì· - „’»Ê€ 2/150,Yes,,16282,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,491,655.00",0.00,100.00,100.00,1/10/2025,None,21.83,9/29/2025 12:13,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268339,00268339_100,No,No,16.80,16.25,16.25,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,12778,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"11,516,523.00",0.00,100.00,100.00,9/29/2025,None,16.25,9/29/2025 12:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268387,00268387_100,No,Yes,819.00,819.00,828.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,547,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 2:02,10/2/2025,"6,828,328.00",114.68,7.20,7.20,10/2/2025,None,114.94,9/29/2025 13:55,9/29/2025,9/29/2025,1/10/2025,10/9/2025,10/9/2025,,,
00268402,00268402_100,No,Yes,425.00,425.00,481.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 6:19,10/2/2025,"1,853,354.00",125.64,8.13,8.13,10/2/2025,None,59.16,9/29/2025 14:02,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268403,00268403_100,No,Yes,439.00,439.00,451.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 4:51,10/2/2025,"1,853,354.00",127.64,7.34,7.34,10/2/2025,None,61.46,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268404,00268404_100,No,Yes,436.00,436.00,441.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 4:44,10/2/2025,"1,853,354.00",127.16,7.22,7.22,10/2/2025,None,61.04,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268406,00268406_100,No,Yes,434.00,434.00,424.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 4:37,10/2/2025,"1,853,354.00",126.88,6.98,7.34,10/2/2025,None,60.76,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/11/2025,10/11/2025,,,
00268407,00268407_100,No,Yes,434.00,434.00,454.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:51,10/2/2025,"1,853,354.00",127.32,7.47,7.47,10/2/2025,None,60.76,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268408,00268408_100,No,Yes,455.00,455.00,459.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 4:22,10/2/2025,"1,853,354.00",128.92,7.21,7.21,1/10/2025,None,63.70,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268409,00268409_100,No,Yes,448.00,448.00,451.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,419,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 7:21,10/2/2025,"1,853,354.00",128.32,7.19,7.21,10/2/2025,None,62.72,9/29/2025 14:03,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268414,00268414_100,No,Yes,134.00,134.00,137.00,60925,ÃÌ‰“ 20/3 - 2000 Ì«—œ…,No,,108,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 5:46,10/2/2025,"10,459,797.00",22.20,6.20,6.20,1/10/2025,None,22.11,9/29/2025 14:07,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268416,00268416_100,No,No,100.00,116.46,116.46,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,520,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"2,253,710.00",0.00,100.00,100.00,1/10/2025,None,116.46,9/29/2025 14:13,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,Production line,00269537_100,15068992_085
00268418,00268418_100,No,No,100.00,116.39,116.39,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,464,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,885,651.00",0.00,100.00,100.00,9/29/2025,None,116.39,9/29/2025 14:24,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,Production line,00269538_100,15069054_085
00268419,00268419_100,No,No,140.00,128.46,128.46,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,169,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"2,433,363.00",0.00,100.00,0.00,10/3/2025,None,128.46,9/29/2025 14:24,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268421,00268421_100,No,No,16.00,18.30,18.30,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,420,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,161,147.00",0.00,100.00,100.00,1/10/2025,None,18.30,9/29/2025 14:32,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268423,00268423_100,No,No,16.50,18.20,18.56,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,16851,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"7,964,815.00",0.00,101.98,100.00,9/29/2025,None,18.20,9/29/2025 14:33,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,Production line,00270065_100,15091942_085
00268435,00268435_100,No,No,"1,000.00","1,436.40","1,447.03",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.74,100.00,9/29/2025,None,"1,436.40",9/29/2025 15:06,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268436,00268436_100,No,No,"1,000.00",898.02,898.02,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.00,100.00,1/10/2025,None,898.02,9/29/2025 15:06,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268437,00268437_100,No,No,570.00,570.00,572.64,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,112,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,578,269.00",0.00,100.46,100.00,1/10/2025,None,570.00,9/29/2025 15:06,10/2/2025,1/10/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268438,00268438_100,No,No,"1,000.00",902.46,910.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.89,100.00,1/10/2025,None,902.46,9/29/2025 15:06,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268440,00268440_100,No,No,"1,000.00",899.02,900.00,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.11,100.00,1/10/2025,None,899.02,9/29/2025 15:07,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268442,00268442_100,No,No,"1,000.00","1,370.42","1,381.95",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.84,100.00,1/10/2025,None,"1,370.42",9/29/2025 15:07,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268444,00268444_100,No,No,"1,000.00","2,174.56","2,201.53",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,101.24,100.00,1/10/2025,None,"2,174.56",9/29/2025 15:07,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268448,00268448_100,No,No,"1,500.00","2,131.80","2,148.30",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.77,100.00,9/29/2025,None,"2,131.80",9/29/2025 15:07,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268449,00268449_100,No,No,"1,500.00","1,364.24","1,375.77",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.84,100.00,1/10/2025,None,"1,364.24",9/29/2025 15:08,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268451,00268451_100,No,No,"1,000.00","1,368.52","1,368.52",52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,100.00,100.00,1/10/2025,None,"1,368.52",9/29/2025 15:08,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268454,00268454_100,No,No,"1,000.00",901.56,912.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,841,942.00",0.00,101.22,100.00,1/10/2025,None,901.56,9/29/2025 15:08,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268456,00268456_100,No,No,395.18,359.62,360.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,324,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"2,019,811.00",0.00,100.25,100.00,1/10/2025,None,359.62,9/29/2025 15:09,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268457,00268457_100,No,No,384.29,441.02,441.02,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,207,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,485,346.00",0.00,100.00,100.00,1/10/2025,None,441.02,9/29/2025 15:09,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268458,00268458_100,No,No,315.00,344.12,344.12,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,506,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"2,900,065.00",0.00,100.00,100.00,9/29/2025,None,344.12,9/29/2025 15:09,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268459,00268459_100,No,No,124.94,112.74,112.74,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,456,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"5,066,105.00",0.00,100.00,100.00,1/10/2025,None,112.74,9/29/2025 15:09,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/3/2025,Production line,00269712_100,15076372_085
00268461,00268461_100,No,No,105.88,138.02,139.51,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,602,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"2,094,236.00",0.00,101.08,100.00,9/29/2025,None,138.02,9/29/2025 15:10,1/10/2025,1/10/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268465,00268465_100,No,No,231.70,235.69,236.64,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,143,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,302,283.00",0.00,100.40,100.00,1/10/2025,None,235.69,9/29/2025 15:10,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268475,00268475_100,No,No,140.00,136.82,136.82,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,255,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,286,553.00",0.00,100.00,100.00,1/10/2025,None,136.82,9/29/2025 15:38,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268476,00268476_100,No,No,31.41,31.06,31.06,52005, Õ  «· ‘€Ì· - „’»Ê€ 2/20,Yes,,618,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,755,083.00",0.00,0.00,0.00,1/10/2025,None,0.00,9/29/2025 15:46,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268480,00268480_100,No,Yes,135.00,135.00,126.00,60916,ÃÌ‰“ 2/22 - 3000 Ì«—œ…,No,,220,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 11:30,10/2/2025,"5,991,534.00",21.70,5.68,5.68,10/3/2025,None,22.19,9/29/2025 15:59,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268482,00268482_100,No,No,15.88,18.20,18.20,52002, Õ  «· ‘€»· „’»Ê€ 20/3,Yes,,618,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,755,083.00",0.00,100.00,100.00,9/29/2025,None,18.20,9/29/2025 16:17,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268491,00268491_100,No,No,437.30,684.00,693.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,518,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,375,205.00",0.00,101.39,0.00,9/29/2025,None,684.00,9/29/2025 17:13,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268494,00268494_100,No,No,10.20,8.69,8.69,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,11985,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"3,612,984.00",0.00,100.00,100.00,1/10/2025,None,8.69,9/29/2025 17:16,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,Production line,00269515_100,15067718_085
00268525,00268525_100,No,No,337.00,361.54,361.54,52003, Õ  «· ‘€Ì· - „’»Ê€ 3/40,Yes,,5780,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"1,842,456.00",0.00,100.00,100.00,9/29/2025,None,361.54,9/29/2025 17:29,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268532,00268532_100,No,Yes,347.00,347.00,352.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 4:57,10/2/2025,0.00,172.00,2.05,2.19,10/2/2025,None,171.77,9/29/2025 18:12,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268533,00268533_100,Yes,Yes,353.00,353.00,351.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 4:19,10/2/2025,0.00,174.88,2.01,2.01,10/2/2025,None,174.74,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268534,00268534_100,No,Yes,351.00,351.00,357.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 21:21,10/2/2025,0.00,173.76,2.05,2.05,1/10/2025,None,173.75,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268535,00268535_100,Yes,Yes,345.00,345.00,357.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 23:44,10/2/2025,0.00,171.00,2.09,2.09,1/10/2025,None,170.78,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268536,00268536_100,No,Yes,343.00,343.00,354.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 21:04,10/2/2025,0.00,170.00,2.08,2.08,1/10/2025,None,169.79,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
